,Vendor Code,Company,County,City,Zip,Vendor_Address,lat,lon
514,185599,NTS COMMUNICATIONS,In LA County,LOS ANGELES,90007,"3301  S BROADWAY, LOS ANGELES, CA, 90007",34.019803,-118.273454
515,105311,ENVIRONMENTAL TREATMENT & TECHNOLOGY INC,In LA County,SIGNAL HILL,90755,"3275  WALNUT AVENUE, SIGNAL HILL, CA, 90755",33.8165965,-118.1720771
516,179485,DISTINCTIVETECH LLC,In LA County,ARCADIA,91006,"324  E FOOTHILL BLVD , ARCADIA, CA, 91006",34.151014,-118.0219
517,206750,LUZ M CHACON,In LA County,LOS ANGELES,90032,"3229  STOCKBRIDGE AVE, LOS ANGELES, CA, 90032",34.082713,-118.1634582
518,160493,BUTERA & JOCHEN,In LA County,CASTAIC,91384,"32264  CASTAIC ROAD, CASTAIC, CA, 91384",34.5041408,-118.6286487
519,517818,"ILLUMINOUS ENTERPRISES, INC.",In LA County,HACIENDA HEIGHTS,91745,"3225  BELLE RIVER DR., HACIENDA HEIGHTS, CA, 91745",33.9854006,-117.9931081
520,141199,MARIANNE NEMES,In LA County,LOS ANGELES,90034,"3218  CHEVIOT VISTA PL, LOS ANGELES, CA, 90034",34.0305333,-118.4146367
521,134674,CLEAN ENVIRONMENTAL INC,In LA County,LOS ANGELES,90011,"321  E 47TH PLACE, LOS ANGELES, CA, 90011",34.00026,-118.2710593
522,168442,HOLOS INC,In LA County,N HOLLYWOOD,91606,"321  AVENIDA LLC, N HOLLYWOOD, CA, 91606",,
523,134640,"BORETTI, INC.",Outside of LA County,VISALIA,93291,"3206  N DINUBA BLVD, VISALIA, CA, 93291",36.3579898,-119.2965079
524,506525,DAVIS BLUE PRINT CO INC,In LA County,LOS ANGELES,90031,"3205  N. MAIN ST., LOS ANGELES, CA, 90031",34.0661876,-118.2074399
525,128960,KT INDUSTRIES INC.,In LA County,LOS ANGELES,90065,"3203  FLETCHER DRIVE, LOS ANGELES, CA, 90065",34.1165783,-118.2432225
526,170378,NATIONAL EAGLE SECURITY INC.,In LA County,LOS ANGELES,90010,"3200  WILSHIRE BLVD , LOS ANGELES, CA, 90010",34.06171,-118.291786
527,156854,HILLTOP ENGINEERING AND CONSTRUCTION CORP,In LA County,PLAYA DEL REY,90293,"319  REES ST, PLAYA DEL REY, CA, 90293",33.9584992,-118.4458109
528,151748,"BARBARA L. HALL, PE, INC.",In LA County,MONROVIA,91016,"318  WEST EVERGREEN AVENUE, MONROVIA, CA, 91016",34.1348428,-118.0056465
529,500532,LANCASTER PLUMBING SUPPLIES INC,In LA County,LANCASTER,93534,"317  W. AVENUE I, LANCASTER, CA, 93534",34.7040524,-118.1332937
530,194572,REX WILDE,In LA County,LOS ANGELES,90042,"317  1/2 S AVENUE 55, LOS ANGELES, CA, 90042",34.1057135,-118.1945505
531,178770,CATALYST ENVIRONMENTAL SOLUTIONS CORPORATION,In LA County,SANTA MONICA,90403,"315  MONTANA AVE , SANTA MONICA, CA, 90403",34.024291,-118.505045
532,150188,AMERICAN TRANSPORTATION SYSTEMS,In LA County,LONG BEACH,90805,"3133  E SOUTH ST, LONG BEACH, CA, 90805",33.8602777,-118.1552546
533,121633,"A-TECH SYSTEMS, INC.",In LA County,HACIENDA HEIGHTS,91745,"3129  S. HACIENDA BLVD, , HACIENDA HEIGHTS, CA, 91745",33.9805466,-117.972589
534,172080,ARC CONSTRUCTION INC,In LA County,LA CRESCENTA,91214,"3123  HARMONY PLACE, LA CRESCENTA, CA, 91214",34.2339463,-118.2328632
535,133264,"C. R. & A CUSTOM APPAREL, INC.",In LA County,LOS ANGELES,90015,"312  W. PICO BLVD., LOS ANGELES, CA, 90015",34.038374,-118.2635789
536,199062,GLADEO INC,In LA County,SANTA MONICA,90405,"3110  MAIN ST, SANTA MONICA, CA, 90405",33.9980831,-118.4795122
537,210574,SEASIDE COMPANIES LLC,Out of State,MILLSBORO,19966,"30951  HICKORY HILL RD, MILLSBORO, CA, 19966",,
538,517143,HARBOR AREA GANG ALTERNATIVES PROGRAM,In LA County,WILMINGTON,90744,"309  W. OPP ST., WILMINGTON, CA, 90744",33.7828284,-118.2652831
539,204198,TAYLOR PRINTING COMPANY LLC,In LA County,BURBANK,91505,"3088  N CLYBOURN AVE, BURBANK, CA, 91505",,
540,175228,"BUSINESS U, INC.",Outside of LA County,RMV,92694,"30767  GATEWAY PL, RMV, CA, 92694",,
541,187696,"HALLSTA 360, INC.",In LA County,MONROVIA,91016,"306  S MYRTLE AVE FL 2, MONROVIA, CA, 91016",,
542,187696,"HALLSTA 360, INC.",In LA County,MONROVIA,91016,"306  S MYRTLE AVE, MONROVIA, CA, 91016",34.1489853,-118.000939
543,109859,ADVANCED INFRASTRUCTURE TECHNOLOGIES LLC,In LA County,TORRANCE,90505,"3055  KASHIWA STREET, TORRANCE, CA, 90505",33.8151526,-118.3389016
544,175412,ROBERT BURGESS,Outside of LA County,SEASIDE,93955,"305  HATTEN RD, SEASIDE, CA, 93955",36.629178,-121.812635
545,505843,DAVE WILLIAMS,In LA County,EL MONTE,91731,"3047  TYLER AVE., EL MONTE, CA, 91731",34.0640288,-118.035911
546,142169,"VISION ELECTRIC WHOLESALE, INC",In LA County,ALHAMBRA,91801,"3044  W. MAIN ST., ALHAMBRA, CA, 91801",34.094951,-118.1568178
547,173097,ROBIN O'CONNELL,In LA County,SANTA MONICA,90405,"3044  PAULA DRIVE, SANTA MONICA, CA, 90405",34.0062527,-118.4674569
548,125418,GEORGE HILLS COMPANY,Outside of LA County,RANCHO CORDOVA,95670,"3043  GOLD CANAL DR , RANCHO CORDOVA, CA, 95670",38.5930899,-121.2684583
549,169970,TONY M RUFFOLO,In LA County,PASADENA,91107,"3042  E. CALIFORNIA BLVD., PASADENA, CA, 91107",34.1357255,-118.0874929
550,187276,ALICIA DIAZ,In LA County,HUNTINGTON PARK,90255,"3037  CUDAHY STREET, HUNTINGTON PARK, CA, 90255",33.9635292,-118.2029378
551,818,CALOX INC,In LA County,LOS ANGELES,90065,"3034  FIERRO ST., LOS ANGELES, CA, 90065",34.1204415,-118.2506323
552,521546,NEW ECONOMICS FOR WOMEN,In LA County,LOS ANGELES,90017,"303  LOMA DR, LOS ANGELES, CA, 90017",34.0598191,-118.2657455
553,118972,INTEGRATED ENGINEERING MANAGEMENT,In LA County,SAN PEDRO,90731,"302  W 5TH ST, SAN PEDRO, CA, 90731",33.7398995,-118.2840471
554,145333,"STEEL EXCHANGE, INCORPORATED",In LA County,SAN PEDRO,90731,"302  W 5TH ST, SAN PEDRO, CA, 90731",33.7398995,-118.2840471
555,147015,TRILLAMED LLC,Out of State,BINGHAM FARMS,48025,"30100  TELEGRAPH RD , BINGHAM FARMS, CA, 48025",,
556,171911,"ON TARGET ELECTRIC, INC.",Outside of LA County,TUSTIN,92780,"3002  DOW AVE BLDG 100 , TUSTIN, CA, 92780",,
557,171911,"ON TARGET ELECTRIC, INC.",Outside of LA County,TUSTIN,92780,"3002  DOW AVE, TUSTIN, CA, 92780",33.70864,-117.8045601
558,506348,TRIANGLE TRUCK PARTS INC.,In LA County,AZUSA,91702,"300  S. IRWINDALE AVE., AZUSA, CA, 91702",34.117864,-117.9337
559,100595,"GATEWAY SCIENCE & ENGINEERING,INC.",In LA County,PASADENA,91101,"300  N LAKE AVE, PASADENA, CA, 91101",34.150623,-118.132304
560,208162,"SCALECAPACITY, INC.",In LA County,BURBANK,91502,"300  N 3RD ST , BURBANK, CA, 91502",34.18365,-118.309522
561,210321,GOLDEN PIG COLLECTION LLC,Outside of LA County,OXNARD,93036,"300  E ESPLANADE DR , OXNARD, CA, 93036",34.2283358,-119.1744441
562,118419,"HULS ENVIRONMENTAL MANAGEMENT,LLC",Outside of LA County,LAGUNA NIGUEL,92607,"29911  NIGUEL RD, LAGUNA NIGUEL, CA, 92607",33.5281593,-117.7150277
563,155018,"TOTAL RECALL CAPTIONING, INC.",In LA County,AGOURA HILLS,91301,"29629  CANWOOD ST., AGOURA HILLS, CA, 91301",34.1480014,-118.7720669
564,59116,ORION ENVIRONMENTAL INC.,In LA County,LONG BEACH,90806,"2955  REDONDO AVE, LONG BEACH, CA, 90806",33.8093327,-118.1514339
565,143025,"TALLAL, INC.",In LA County,MALIBU,90265,"29500  HEATHERCLIFF RD, MALIBU, CA, 90265",34.015729,-118.814178
566,181094,"GRAFFITI SHIELD, INC.",Outside of LA County,ANAHEIM,92806,"2940  E LA PALMA AVE , ANAHEIM, CA, 92806",33.8493798,-117.8637928
567,202258,PROED CONSULTING AND STAFFING INC,In LA County,WEST COVINA,91791,"2934  E GARVEY AVE S, WEST COVINA, CA, 91791",34.0713063,-117.8828192
568,152079,FACTORY DIRECT DISTRIBUTION CORP,In LA County,COMMERCE,90040,"2930  SUPPLY AVE, COMMERCE, CA, 90040",33.9883378,-118.1280068
569,178720,"VERMONT OUTLET, INC.",In LA County,LOS ANGELES,90007,"2929  S. VERMONT AVENUE, LOS ANGELES, CA, 90007",34.0279693,-118.2917269
570,44187,ALHAMBRA GLASS CO INC,In LA County,ALHAMBRA,91803,"2904  W. VALLEY BLVD., ALHAMBRA, CA, 91803",34.0764859,-118.1562469
571,170427,ELEVATING SALES CORP.,Outside of LA County,BREA,92821,"2903  SATURN ST , BREA, CA, 92821",33.9086787,-117.8585463
572,170427,ELEVATING SALES CORP.,Outside of LA County,BREA,92821,"2903  SATURN ST , BREA, CA, 92821",33.9086787,-117.8585463
573,152163,"LIVEVIEWGPS, INC.",In LA County,VALENCIA,91355,"29021  AVE SHERMAN , VALENCIA, CA, 91355",,
574,519912,FSY ARCHITECTS INC.,In LA County,LOS ANGELES,90039,"2902  KNOX AVE., 2ND , LOS ANGELES, CA, 90039",,
575,30742,PARAMOUNT MATTRESS INC,In LA County,LOS ANGELES,90023,"2900  E. OLYMPIC BLVD., LOS ANGELES, CA, 90023",34.02233,-118.215537
576,201894,RESMED 1 LLC (CA),Outside of LA County,MENIFEE,92584,"28807  ROSEISLE CT, MENIFEE, CA, 92584",,
577,145696,"AEGIS HC, LLC",Outside of LA County,LAGUNA NIGUEL,92677,"28511  SILVERTON DR, LAGUNA NIGUEL, CA, 92677",33.5489428,-117.6856735
578,142173,EFS WEST,In LA County,VALENCIA,91355,"28472  CONSTELLATION RD, VALENCIA, CA, 91355",,
579,142368,AMMMM INC,In LA County,RANCHO PALOS VERDES,90275,"28364  SOUTH WESTERN AVE , RANCHO PALOS VERDES, CA, 90275",33.7592841,-118.3126365
580,155039,"ACCESS PACIFIC, INC.",In LA County,PASADENA,91107,"2835  SIERRA GRANDE ST, PASADENA, CA, 91107",34.1487884,-118.0917747
581,189440,FIRE STARTER STUDIOS,In LA County,SANTA CLARITA,91355,"28348  CONSTELLATION RD, SANTA CLARITA, CA, 91355",34.4520293,-118.5766424
582,171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",In LA County,VALENCIA,91355,"28338  CONSTELLATION RD, VALENCIA, CA, 91355",,
583,171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",In LA County,VALENCIA,91355,"28338  CONSTELLATION RD, VALENCIA, CA, 91355",,
584,122107,SAFE ENVIRONMENT ENGINEERING,In LA County,VALENCIA,91355,"28318  CONSTELLATION RD, VALENCIA, CA, 91355",,
585,512124,LOS ANGELES CONSERVATION CORPS,In LA County,LOS ANGELES,90007,"2824  S. MAIN ST., LOS ANGELES, CA, 90007",34.0228616,-118.2698258
586,170932,SLB PRINTING INC,In LA County,LOS ANGELES,90034,"2818  S ROBERTSON BVD, LOS ANGELES, CA, 90034",34.0361893,-118.3888592
587,164285,KACEY ROUNTREE,In LA County,GLENDALE,91208,"2812  HERMOSITA DRIVE, GLENDALE, CA, 91208",34.187073,-118.231839
588,522450,TEAGUE CUSTOM MARINE,In LA County,VALENCIA,91355,"28115  AVENUE STANFORD, VALENCIA, CA, 91355",,
589,205443,AMY TRINH,In LA County,WALNUT,91788,"280  S LEMON AVE , WALNUT, CA, 91788",34.0208353,-117.866237
590,28700,"POWERLAND EQUIPMENT, INC.",Outside of LA County,VALLEY CENTER,92082,"27943  VALLEY CENTER RD., VALLEY CENTER, CA, 92082",33.2180496,-117.0334209
591,181979,CROWN TROPHY OF SANTA CLARITA,In LA County,VALENCIA,91355,"27811  AVENUE HOPKINS , VALENCIA, CA, 91355",,
592,210925,"SENSE TECHNOLOGY SOLUTIONS, LLC.",In LA County,SANTA CLARITA,91350,"27648  SKYLARK LN, SANTA CLARITA, CA, 91350",34.4375099,-118.5003217
593,212279,"WADECO BUSINESS CENTER, LLC",In LA County,CASTAIC,91384,"27305  LIVE OAK RD, CASTAIC, CA, 91384",34.4534207,-118.6165189
594,512997,SEPCO EARTHSCAPE INC,In LA County,SANTA MONICA,90403,"2730  WILSHIRE BLVD , SANTA MONICA, CA, 90403",34.0299763,-118.4849302
595,170466,HADI  PISHDADIAN,In LA County,ALHAMBRA,91803,"2727  WEST VALLEY BLVD, ALHAMBRA, CA, 91803",34.076895,-118.1531075
596,185029,ARTS FOR HEALING AND JUSTICE NETWORK,In LA County,LONG BEACH,90804,"2727  E ANAHEIM ST, LONG BEACH, CA, 90804",33.7826808,-118.1596744
597,517389,SANTA CLARITA VALLEY COMMITTEE ON AGING CORP.,In LA County,SANTA CLARITA,91350,"27180  GOLDEN VALLEY RD, SANTA CLARITA, CA, 91350",34.4302853,-118.4999213
598,51881,FAR EAST LANDSCAPE & MAINTENANCE INC,In LA County,VALENCIA,91354,"27118  COLEBROOK PL, VALENCIA, CA, 91354",34.4340672,-118.5447409
599,187313,IGNITED LLC,In LA County,MANHATTAN BCH,90266,"2711  N SEPULVEDA BLVD , MANHATTAN BCH, CA, 90266",33.8962504,-118.3963763
600,177249,BOYLE HEIGHTS ARTS CONSERVATORY,In LA County,LOS ANGELES,90033,"2708  E CESAR E CHAVEZ AVE , LOS ANGELES, CA, 90033",34.044992,-118.203885
601,211911,EDUARDO ESCUTIA,In LA County,LA VERNE,91750,"2702  HANAWALT ST, LA VERNE, CA, 91750",34.1042779,-117.7575674
602,34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,VERNON,90058,"2700  S SANTE FE AVE., VERNON, CA, 90058",,
603,62973,ELECTRIC SERVICE & SUPPLY CO OF PASADENA,In LA County,PASADENA,91107,"2668  E FOOTHILL BLVD, PASADENA, CA, 91107",34.1497909,-118.0952927
604,100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST , SIGNAL HILL, CA, 90755",33.808104,-118.1624116
605,179953,AP SAFETY,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST , SIGNAL HILL, CA, 90755",33.808104,-118.1624116
606,100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST, SIGNAL HILL, CA, 90755",33.808104,-118.1624116
607,179953,AP SAFETY,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST, SIGNAL HILL, CA, 90755",33.808104,-118.1624116
608,56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,In LA County,VALENCIA,91381,"26512  OAK TERRACE PL, VALENCIA, CA, 91381",34.4013542,-118.5868328
609,506099,KALBAN INC,In LA County,SANTA CLARITA,91350,"26450  RUETHER AVE, SANTA CLARITA, CA, 91350",34.4147335,-118.4993235
610,111456,LINCOLN TRAINING CENTER,In LA County,SOUTH EL MONTE,91733,"2643  LOMA AVE., SOUTH EL MONTE, CA, 91733",34.0596523,-118.0688727
611,505696,PROJECT IMPACT,In LA County,LYNWOOD,90262,"2640  INDUSTRY WAY., LYNWOOD, CA, 90262",33.9234349,-118.2264356
612,187354,"VETUP, LLC",In LA County,SANTA CLARITA,91321,"26375  PIAZZA DI SARRO, SANTA CLARITA, CA, 91321",34.3996273,-118.4845829
613,185384,RC LAO AIR CONDITIONING,In LA County,ALHAMBRA,91803,"2620  ORANGE GROVE AVE, ALHAMBRA, CA, 91803",34.0641525,-118.1554581
614,109531,"MULTI W SYSTEMS, INC.",In LA County,EL MONTE,91733,"2615  STROZIER AVE., EL MONTE, CA, 91733",34.0581572,-118.0499889
615,173783,WESTERN INDOOR ENVIRONMENTAL SERVICES,In LA County,MONTEBELLO,90640,"2609  W BEVERLY BLVD, MONTEBELLO, CA, 90640",34.0208759,-118.1312949
616,187026,THE SAUCE CREATIVE SERVICES CORP,In LA County,MONROVIA,91016,"2600  S CALIFORNIA AVE , MONROVIA, CA, 91016",34.117271,-117.999621
617,164470,PMCS GROUP INC.,In LA County,LONG BEACH,90804,"2600  E PACIFIC COAST HWY, LONG BEACH, CA, 90804",33.7868481,-118.1381959
618,157534,RELEVANT-IT,In LA County,STEVENSON RNH,91381,"25876  THE OLD RD PMB 302, STEVENSON RNH, CA, 91381",,
619,173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,BERKELEY,94710,"2560  9TH ST, BERKELEY, CA, 94710",37.8591636,-122.2917396
620,173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,BERKELEY,94710,"2560  9TH ST, BERKELEY, CA, 94710",37.8591636,-122.2917396
621,213451,FOREVERLAMP INC.,In LA County,TORRANCE,90505,"2550  W 237TH ST, TORRANCE, CA, 90505",33.8114667,-118.3319053
622,183499,D & S SECURITY INC,In LA County,MONTEREY PARK,91754,"2550  CORPORATE PL , MONTEREY PARK, CA, 91754",34.046482,-118.1647523
623,157552,"ONYX ARCHITECTS, INC.",In LA County,PASADENA,91107,"2540  E COLORADO BLVD, PASADENA, CA, 91107",34.1460276,-118.0979978
624,207219,WILBERT KIGULU,In LA County,PASADENA,91101,"254  N LAKE AVE , PASADENA, CA, 91101",34.150077,-118.1322974
625,123894,"SAFETYVIBE, INC.",In LA County,MONTEREY PARK,91754,"2530  CORPORATE PL, MONTEREY PARK, CA, 91754",34.0464863,-118.1645398
626,187035,CG RESOURCE MANAGEMENT AND ENGINEERING,In LA County,LA VERNE,91750,"2529  AMHERST ST, LA VERNE, CA, 91750",34.116326,-117.7584537
627,180346,DIANA M ADAROS,Outside of LA County,ORANGE,92865,"2525  N BOURBON ST, ORANGE, CA, 92865",33.8306369,-117.8388385
628,195621,"AVENUE HOME CARE, INC",Outside of LA County,VISTA,92081,"2515  PIONEER AVE , VISTA, CA, 92081",33.149167,-117.222342
629,212963,ALPINE TECHNOLOGIES LLC,In LA County,TORRANCE,90505,"2510  W 237TH ST , TORRANCE, CA, 90505",33.8102427,-118.3294122
630,142713,JAIME HERNANDEZ,In LA County,VALENCIA,91355,"25040  AVENUE TIBBITTS, , VALENCIA, CA, 91355",,
631,194096,ZHAN PAUL KING,In LA County,ALTADENA,91001,"2502  EL SOL, ALTADENA, CA, 91001",,
632,503082,"PARENTS ANONYMOUS, INC",In LA County,CLAREMONT,91711,"250  WEST FIRST STREET, , CLAREMONT, CA, 91711",,
633,199335,GOD'S PANTRY,In LA County,POMONA,91767,"250  E CENTER ST, POMONA, CA, 91767",34.061448,-117.7469713
634,164178,TALIN BAHADARIAN,In LA County,STEVENSON RANCH,91381,"24980  GREENSBRIER DR., STEVENSON RANCH, CA, 91381",,
635,132373,ADVANCED WINDOW FILM SOLUTIONS INC,In LA County,LOS ANGELES,90018,"2464  W WASHINGTON BLVD, LOS ANGELES, CA, 90018",34.0399966,-118.3170027
636,28943,"PORTER BOILER SERVICE, INC.",In LA County,SIGNAL HILL,90755,"2460  CERRITOS AVE., SIGNAL HILL, CA, 90755",33.8019885,-118.177302
637,146460,ABSOLUTE ACCURACY INC,In LA County,LOS ANGELES,90039,"2451  RIVERSIDE DRIVE, LOS ANGELES, CA, 90039",34.105609,-118.255844
638,166716,"ALAN J. TERRANO CO., INC.",In LA County,VALENCIA,91355,"24307  MAGIC MOUNTAIN PKWY , VALENCIA, CA, 91355",34.4197178,-118.5631206
639,177054,"VMA COMMUNICATIONS, INC",In LA County,CLAREMONT,91711,"243  OBERLIN AVE, CLAREMONT, CA, 91711",34.0959889,-117.7207686
640,184368,"TEC-LINK, LLC",In LA County,INGLEWOOD,90301,"241  S MARKET , INGLEWOOD, CA, 90301",33.9612377,-118.3519521
641,161303,"SO-CAL INSULATION, INC.",In LA County,LOS ANGELES,90031,"2401  EADS STREET, LOS ANGELES, CA, 90031",34.0944306,-118.2403413
642,148807,3 WEST CAPITAL INC.,In LA County,CALABASAS,91302,"24007  VENTURA BLVD, CALABASAS, CA, 91302",,
643,213965,"HAZMAT RESOURCE, INC.",Outside of LA County,OXNARD,93030,"2400  CELSIUS AVE , OXNARD, CA, 93030",34.2037608,-119.1447621
644,202915,AMERICAN POLYMERS LLC,In LA County,VERNON,90058,"2380  E 51ST ST, VERNON, CA, 90058",33.9966646,-118.2306432
645,158171,"VISTAM, INC.",In LA County,SIGNAL HILL,90755,"2375  WALNUT AVE., SIGNAL HILL, CA, 90755",33.799946,-118.172085
646,191034,APEX INTEGRATED DISTRIBUTION LLC,Outside of LA County,IRVINE,92614,"2372  MORSE AVE , IRVINE, CA, 92614",33.6815992,-117.8491435
647,178215,POWER CAPITAL MANAGEMENT,In LA County,CALABASAS,91302,"23679  CALABASAS ROAD 539, CALABASAS, CA, 91302",,
648,154928,CPM ONE SOURCE INC,In LA County,CALABASAS,91302,"23679  CALABASAS RD., , CALABASAS, CA, 91302",34.1549747,-118.6448442
649,105066,UNISERVE FACILITIES SERVICES CORP,In LA County,COMMERCE,90040,"2363  S ATLANTIC BLVD, COMMERCE, CA, 90040",34.003877,-118.166632
650,183516,REM SUPPLY INC,In LA County,PASADENA,91103,"236  W MOUNTAIN ST, PASADENA, CA, 91103",34.1610868,-118.1546908
651,174941,"EVITARUS, INC.",In LA County,LOS ANGELES,90064,"2355  WESTWOOD BLVD, LOS ANGELES, CA, 90064",34.0411019,-118.42946
652,172298,BCA WATSON RICE LLP,In LA County,TORRANCE,90501,"2355  CRENSHAW BLVD., TORRANCE, CA, 90501",33.823973,-118.32859
653,210920,GL PLUMBING SERVICE,In LA County,COMMERCE,90040,"2355  COWLIN AVE, COMMERCE, CA, 90040",34.0046298,-118.1671784
654,505984,INTERIOR DEMOLITION INC,In LA County,NEWHALL,91321,"23508  PINE ST, NEWHALL, CA, 91321",34.3630568,-118.5233015
655,505984,INTERIOR DEMOLITION INC,In LA County,NEWHALL,91321,"23508  PINE ST, NEWHALL, CA, 91321",34.3630568,-118.5233015
656,44939,DUTHIE ELECTRIC SERVICE CORP,In LA County,LONG BEACH,90805,"2335  E CHERRY INDUSTRIAL CIR, LONG BEACH, CA, 90805",33.8576543,-118.1669671
657,103291,CALIFORNIA INTEGRATED SOLUTIONS INC,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DRIVE, DIAMOND BAR, CA, 91765",34.008578,-117.818473
658,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR , DIAMOND BAR, CA, 91765",34.008578,-117.818473
659,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR, DIAMOND BAR, CA, 91765",34.008578,-117.818473
660,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR, DIAMOND BAR, CA, 91765",34.008578,-117.818473
661,200878,DREADNOUGHT ENDEAVORS INC,In LA County,CALABASAS,91302,"23332  PARK MARIPOSA, CALABASAS, CA, 91302",34.1464396,-118.6375995
662,187924,"ENVIRONMENTAL OUTREACH STRATEGIES, INC.",In LA County,CALABASAS,91302,"23285  PARK ENSENADA, CALABASAS, CA, 91302",34.1491839,-118.6352555
663,209598,MONARKA DEVELOPMENT CORPORATION,In LA County,LOS ANGELES,90043,"2327  SOUTHWEST DR, LOS ANGELES, CA, 90043",33.9824193,-118.3198988
664,207452,"MAMMOTH RX, INC",Outside of LA County,LAGUNA HILLS,92653,"23151  ALCALDE DR , LAGUNA HILLS, CA, 92653",33.6231158,-117.7256065
665,123380,LTSC COMMUNITY DEVELOPMENT CORPORATION,In LA County,LOS ANGELES,90013,"231  E. 3RD ST. , LOS ANGELES, CA, 90013",34.0484523,-118.2436599
666,176964,KHUSH COOPER & ASSOCIATES,In LA County,WOODLAND HLS,91367,"23029  COLLINS ST, WOODLAND HLS, CA, 91367",34.173928,-118.6210861
667,185419,"ROSE CITY COFFEE, LLC",In LA County,PASADENA,91107,"2302  E COLORADO BLVD, PASADENA, CA, 91107",34.1458816,-118.1029861
668,133842,INSTANT INFOSYSTEMS,In LA County,TORRANCE,90504,"2301  W 190TH ST, TORRANCE, CA, 90504",33.8584383,-118.3188378
669,190811,BAYINFOTECH,Outside of LA County,LIVERMORE,94550,"2300  1ST ST , LIVERMORE, CA, 94550",37.68222,-121.768391
670,187683,G&G MECHANICAL INC.,In LA County,LANCASTER,93535,"230  E AVENUE K4 , LANCASTER, CA, 93535",34.6715037,-118.0839618
671,182417,"NH ENVIRONMENTAL, INC.",In LA County,CITY OF INDUSTRY,91744,"229  N. CALIFORNIA AVE, CITY OF INDUSTRY, CA, 91744",34.0327931,-117.9681131
672,200195,"TERI & YAKI ASIAN COMFORT FOOD #3, INC.",In LA County,PASADENA,91101,"229  N LAKE AVE, PASADENA, CA, 91101",34.1499723,-118.1326183
673,211164,INSSKI INC.,In LA County,WOODLAND HLS,91364,"22704  VENTURA BLVD PMB 141, WOODLAND HLS, CA, 91364",,
674,206102,V & Z ENTERPRISES INC.,In LA County,WOODLAND HLS,91364,"22647  VENTURA BLVD PMB 411, WOODLAND HLS, CA, 91364",,
675,110023,TRINUS CORPORATION,In LA County,PASADENA,91101,"225  S LAKE AVE, PASADENA, CA, 91101",34.1418847,-118.1335197
676,190116,ROY E WHITEHEAD INC.,Outside of LA County,RIVERSIDE,92509,"2245  VIA CERRO, RIVERSIDE, CA, 92509",34.0165055,-117.3836795
677,199058,THE MACLEAN GROUP LLC,Outside of LA County,SACRAMENTO,95825,"2233  WATT AVE , SACRAMENTO, CA, 95825",38.604489,-121.3836677
678,169805,"NO SWEAT HEATING AND AIR CONDITIONING, INC.",In LA County,TORRANCE,90502,"22325  HARBOR RIDGE LANE , TORRANCE, CA, 90502",,
679,199293,JON S HEYMAN,In LA County,TORRANCE,90505,"22320  WARMSIDE AVE, TORRANCE, CA, 90505",33.8255741,-118.3720742
680,184143,"INFINITY GOVERNMENT PROCUREMENT CONSULTING, LLC",In LA County,GLENDORA,91741,"223  S GLENDORA AVE, GLENDORA, CA, 91741",34.1337443,-117.8655859
681,205305,"ENTOURAGE TRANSPORTATION, LLC.",In LA County,CALABASAS,91302,"22287  MULHOLLAND HWY, CALABASAS, CA, 91302",34.1466129,-118.612466
682,176472,PRIME ELECTRIC WHOLESALE CORP.,In LA County,ALHAMBRA,91801,"2220  W. MAIN STREET, ALHAMBRA, CA, 91801",34.0924753,-118.1472761
683,188711,TANO LOGISTICS LLC,In LA County,SAN PEDRO,90731,"222  W 6TH ST , SAN PEDRO, CA, 90731",33.7389201,-118.2832624
684,189925,TIBURON INDUSTRIAL INC,In LA County,SAN PEDRO,90731,"222  W 6TH ST, SAN PEDRO, CA, 90731",33.7389201,-118.2832624
685,131748,"LINCUS, INC.",In LA County,MONROVIA,91016,"222  E HUNTINGTON DR, MONROVIA, CA, 91016",34.1404595,-117.9953092
686,215308,"CAY INDUSTRIES, LLC",In LA County,BURBANK,91506,"2219  W OLIVE AVE, BURBANK, CA, 91506",34.1633429,-118.3273187
687,52375,THE MACHADO ENVIRONMENTAL CORP,In LA County,GLENDALE,91208,"2219  BROADVIEW DR, GLENDALE, CA, 91208",34.2027975,-118.2235153
688,100446,TRANSLATING SERVICES INC,In LA County,WOODLAND HLS,91364,"22141  VENTURA BLVD, WOODLAND HLS, CA, 91364",34.1686716,-118.6089234
