,Vendor Code,Company,County,City,Zip,Vendor_Address,lat,lon,geometry
297,140608,LOS ANGELES UNIVERSAL PRESCHOOL,In LA County,LOS ANGELES,90071,"515  S FIGUEROA ST, LOS ANGELES, CA, 90071",34.0520935,-118.2580793,POINT (-118.2580793 34.0520935)
298,145500,"OAK TREE CONSTRUCTION, INC.",In LA County,WOODLAND HILLS,91364,"5149  CATALON AVE., WOODLAND HILLS, CA, 91364",34.164119,-118.5897181,POINT (-118.5897181 34.164119)
299,181424,TRI-XECUTEX CORPORATION,In LA County,SAN DIMAS,91773,"512  E. BONITA AVE, SAN DIMAS, CA, 91773",34.1065706,-117.797759,POINT (-117.797759 34.1065706)
300,195621,"AVENUE HOME CARE, INC",Outside of LA County,CARLSBAD,92008,"5115  AVENIDA ENCINAS, CARLSBAD, CA, 92008",33.1311542,-117.329878,POINT (-117.329878 33.1311542)
301,185718,"GRBCON, INC.",In LA County,BALDWIN PARK,91706,"5114  ELTON ST, BALDWIN PARK, CA, 91706",34.1055229,-117.9505444,POINT (-117.9505444 34.1055229)
302,120191,INDUSTRIAL MAINTENANCE SUPPLY INC,In LA County,SAN FERNANDO,91340,"511  FIFTH ST , SAN FERNANDO, CA, 91340",,,POINT (NaN NaN)
303,104240,DEL RICHARDSON & ASSOCIATES,In LA County,INGLEWOOD,90301,"510  S. LA BREA AVE, INGLEWOOD, CA, 90301",33.957573,-118.3531738,POINT (-118.3531738 33.957573)
304,56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,Outside of LA County,MONTCLAIR,91763,"5061  ARROW HWY, MONTCLAIR, CA, 91763",34.0931678,-117.6955831,POINT (-117.6955831 34.0931678)
305,145309,AIR CLEAN ENVIRONMENTAL INC,In LA County,BALDWIN PARK,91706,"5053  HEINTZ ST, BALDWIN PARK, CA, 91706",34.104862,-117.952961,POINT (-117.952961 34.104862)
306,204764,EMPLOY CALIFORNIA,In LA County,LONG BEACH,90853,"5050  E 2ND ST, LONG BEACH, CA, 90853",33.7607901,-118.1362995,POINT (-118.1362995 33.7607901)
307,526213,BEST WAY MARBLE & TILE,In LA County,LOS ANGELES,90022,"5037  TELEGRAPH RD, LOS ANGELES, CA, 90022",34.0126404,-118.1632303,POINT (-118.1632303 34.0126404)
308,121731,APPLOON THE MURDOCK CORP.,In LA County,LAKEWOOD,90712,"5032  MEADOW WOOD AVE, LAKEWOOD, CA, 90712",33.848315,-118.164631,POINT (-118.164631 33.848315)
309,183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,LOS ANGELES,90041,"5016  EAGLE ROCK BLVD , LOS ANGELES, CA, 90041",34.137534,-118.2143606,POINT (-118.2143606 34.137534)
310,183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,LOS ANGELES,90041,"5016  EAGLE ROCK BLVD, LOS ANGELES, CA, 90041",34.137534,-118.2143606,POINT (-118.2143606 34.137534)
311,116466,HARDER+COMPANY COMMUNITY RESEARCH,Outside of LA County,SAN DIEGO,92103,"501  WASHINGTON ST, SAN DIEGO, CA, 92103",32.749858,-117.160297,POINT (-117.160297 32.749858)
312,171500,VCLOUD TECH INC.,Out of State,SANFORD,27330,"500  WESTOVER DR , SANFORD, CA, 27330",,,POINT (NaN NaN)
313,56701,WESTRIDGE ASSOCIATES,In LA County,LOS ANGELES,90071,"500  S FIGUEROA, LOS ANGELES, CA, 90071",34.0539542,-118.2556035,POINT (-118.2556035 34.0539542)
314,180080,CENTER FOR EMPLOYMENT OPPORTUNITIES,Out of State,NEW YORK,10004,"50  BROADWAY, NEW YORK, CA, 10004",,,POINT (NaN NaN)
315,177957,NAME ON THE LINE ADVERTISING LLC,In LA County,PASADENA,91109,"5  MILE MEDIA, PASADENA, CA, 91109",,,POINT (NaN NaN)
316,195818,JACOB A YANES,In LA County,LOS ANGELES,90042,"4955  1/2 SYCAMORE TER, LOS ANGELES, CA, 90042",,,POINT (NaN NaN)
317,193694,PARS EQUALITY CENTER,In LA County,SHERMAN OAKS,91403,"4954  VAN NUYS BLVD, SHERMAN OAKS, CA, 91403",34.1609703,-118.448265,POINT (-118.448265 34.1609703)
318,199711,JOSE FUENTES,In LA County,LOS ANGELES,90022,"4931  WHITTIER BLVD, LOS ANGELES, CA, 90022",34.0216461,-118.1628365,POINT (-118.1628365 34.0216461)
319,144443,WIRELESS INNOVATION SOLUTION I,In LA County,LOS ANGELES,90041,"4917  GLACIER DR, LOS ANGELES, CA, 90041",34.1361318,-118.1916536,POINT (-118.1916536 34.1361318)
320,194317,HIGH SPEED LOGISTICS INC,Outside of LA County,SAN DIEGO,92107,"4876  SANTA MONICA AVE, SAN DIEGO, CA, 92107",32.746666,-117.247958,POINT (-117.247958 32.746666)
321,211703,"SIGN ZONE, INC.",In LA County,LOS ANGELES,90029,"4873  MELROSE AVE, LOS ANGELES, CA, 90029",34.0836056,-118.3064888,POINT (-118.3064888 34.0836056)
322,502072,"JJJ FLOOR COVERING, INC.",In LA County,PICO RIVERA,90660,"4831 -A PASSONS BLVD, PICO RIVERA, CA, 90660",33.9795191,-118.0899611,POINT (-118.0899611 33.9795191)
323,144442,CITADEL CPM INC,In LA County,PASADENA,91105,"482  S ARROYO PKWY, PASADENA, CA, 91105",34.1373245,-118.1472523,POINT (-118.1472523 34.1373245)
324,154453,YATES TRUCKING INC,In LA County,QUARTZ HILL,93536,"4817  W AVENUE N, QUARTZ HILL, CA, 93536",34.6310509,-118.1924733,POINT (-118.1924733 34.6310509)
325,529724,SWA ARCHITECTS,In LA County,PASADENA,91103,"48  E. HOLLY ST., PASADENA, CA, 91103",34.1475701,-118.1494714,POINT (-118.1494714 34.1475701)
326,186006,"RIPE MEDIA, INC.",In LA County,N HOLLYWOOD,91602,"4789  VINELAND AVE, N HOLLYWOOD, CA, 91602",34.1573574,-118.370128,POINT (-118.370128 34.1573574)
327,138234,MJK CONSTRUCTION INC,Outside of LA County,CHINO,91710,"4780  CHEYENNE WAY, CHINO, CA, 91710",34.0031192,-117.7005463,POINT (-117.7005463 34.0031192)
328,140648,SUNWEST ENGINEERING,Outside of LA County,CHINO,91710,"4780  CHEYENNE WAY, CHINO, CA, 91710",34.0031192,-117.7005463,POINT (-117.7005463 34.0031192)
329,207329,1 A SERVICE,In LA County,LOS ANGELES,90022,"4776  DOZIER ST, LOS ANGELES, CA, 90022",34.0414204,-118.1626261,POINT (-118.1626261 34.0414204)
330,148067,DICK NIGRA INSPECTIONS INC,In LA County,LA CANADA,91011,"4735  OAKADO PLACE, LA CANADA, CA, 91011",34.2189829,-118.2233889,POINT (-118.2233889 34.2189829)
331,204768,ACE BROKERAGE AND TRANSPORT LLC,In LA County,LAWNDALE,90260,"4730  W 173RD ST, , LAWNDALE, CA, 90260",33.8738199,-118.3566808,POINT (-118.3566808 33.8738199)
332,125632,COMPUTER 1 PRODUCTS OF AMERICA,In LA County,LONG BEACH,90803,"4712  E 2ND ST , LONG BEACH, CA, 90803",33.7617371,-118.1385143,POINT (-118.1385143 33.7617371)
333,191037,"BEYOND 2000 ENTERPRISES, LLC",In LA County,MARINA DL REY,90292,"4712  ADMIRALTY WAY , MARINA DL REY, CA, 90292",,,POINT (NaN NaN)
334,56888,SPECIALTY DOORS AND AUTOMATION,In LA County,LONG BEACH,90805,"4700  LONG BEACH BLVD, LONG BEACH, CA, 90805",33.8431632,-118.1924124,POINT (-118.1924124 33.8431632)
335,203984,"MCMAVERICK, INC.",Outside of LA County,SAN DIEGO,92130,"4653  CARMEL MOUNTAIN RD, SAN DIEGO, CA, 92130",32.9203964,-117.2135338,POINT (-117.2135338 32.9203964)
336,504823,CLARKE CONTRACTING CORPORATION,In LA County,LAWNDALE,90260,"4646  MANHATTAN BEACH BLVD., LAWNDALE, CA, 90260",33.8872327,-118.3588576,POINT (-118.3588576 33.8872327)
337,504823,CLARKE CONTRACTING CORPORATION,In LA County,LAWNDALE,90260,"4646  MANHATTAN BEACH BLVD, LAWNDALE, CA, 90260",33.8872327,-118.3588576,POINT (-118.3588576 33.8872327)
338,192142,"OHANAVETS, INC.",In LA County,MARINA DL REY,90292,"4640  ADMIRALTY WAY , MARINA DL REY, CA, 90292",,,POINT (NaN NaN)
339,197786,"TRYFACTA, INC.",Outside of LA County,PLEASANTON,94588,"4637  CHABOT DR , PLEASANTON, CA, 94588",37.6924636,-121.9006459,POINT (-121.9006459 37.6924636)
340,37039,SUPERIOR ELECTRIC MOTOR SERV,In LA County,VERNON,90058,"4622  ALCOA AVE, VERNON, CA, 90058",34.0018126,-118.2085955,POINT (-118.2085955 34.0018126)
341,56491,BAR/SCAN INC,Outside of LA County,WESTLAKE VILLAGE,91361,"4607  LAKEVIEW CANYON ROAD, , WESTLAKE VILLAGE, CA, 91361",34.1424411,-118.8207636,POINT (-118.8207636 34.1424411)
342,516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,LOS ANGELES,90010,"4601  WILSHIRE BLVD, LOS ANGELES, CA, 90010",34.062028,-118.329599,POINT (-118.329599 34.062028)
343,516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,LOS ANGELES,90010,"4601  WILSHIRE BLVD, LOS ANGELES, CA, 90010",34.062028,-118.329599,POINT (-118.329599 34.062028)
344,111854,R.L. KLEIN & ASSOCIATES,In LA County,RLLNG HLS EST,90274,"46  PENINSULA CTR , RLLNG HLS EST, CA, 90274",,,POINT (NaN NaN)
345,111854,R.L. KLEIN & ASSOCIATES,In LA County,ROLLING HILLS ESTATES,90274,"46  E PENINSULA CENTER DR, ROLLING HILLS ESTATES, CA, 90274",,,POINT (NaN NaN)
346,8030,LITTLEJOHN REULAND CORP,In LA County,VERNON,90058,"4575  PACIFIC BLVD., VERNON, CA, 90058",34.0022764,-118.2253379,POINT (-118.2253379 34.0022764)
347,8030,LITTLEJOHN REULAND CORP,In LA County,VERNON,90058,"4575  PACIFIC BLVD, VERNON, CA, 90058",34.0022764,-118.2253379,POINT (-118.2253379 34.0022764)
348,42545,PJ HILTON & ASSOCIATES,In LA County,SAN DIMAS,91773,"457  WEST ALLEN AVE , SAN DIMAS, CA, 91773",34.1176464,-117.8150509,POINT (-117.8150509 34.1176464)
349,161728,GEO-ADVANTEC INC,In LA County,SAN DIMAS,91773,"457  W ALLEN AVE , SAN DIMAS, CA, 91773",34.1176464,-117.8150509,POINT (-117.8150509 34.1176464)
350,506335,LEE DIBLOSI,In LA County,MANHATTAN BEACH,90266,"457  31ST STREET, MANHATTAN BEACH, CA, 90266",33.8980839,-118.4139323,POINT (-118.4139323 33.8980839)
351,169227,LINDA R GATSON-WARD,In LA County,LOS ANGELES,90008,"4569  DON DIEGO DR, LOS ANGELES, CA, 90008",34.0076264,-118.3547187,POINT (-118.3547187 34.0076264)
352,154408,"GERONIMO CONCRETE, INC",In LA County,LOS ANGELES,90032,"4560  HUNTINGTON DR N, LOS ANGELES, CA, 90032",34.0852385,-118.1892254,POINT (-118.1892254 34.0852385)
353,101336,ATHENA ENGINEERING INC.,In LA County,SAN DIMAS,91773,"456  EAST FOOTHILL BOULEVARD, SAN DIMAS, CA, 91773",34.1231468,-117.7987319,POINT (-117.7987319 34.1231468)
354,180965,"NR DEVELOPMENT, INC.",Outside of LA County,FONTANA,92336,"4559  FOXBOROUGH DR, FONTANA, CA, 92336",34.1704088,-117.4835058,POINT (-117.4835058 34.1704088)
355,179157,WENGER FURNITURE AND APPLIANCES CO,In LA County,LOS ANGELES,90022,"4552  WHITTIER BLVD, LOS ANGELES, CA, 90022",34.0228534,-118.1693114,POINT (-118.1693114 34.0228534)
356,172781,SOUTHERN CALIFORNIA FLAGPOLE COMPANY INC,In LA County,LOS ANGELES,90041,"4551  YORK BLVD, LOS ANGELES, CA, 90041",34.123497,-118.216996,POINT (-118.216996 34.123497)
357,185197,LUMOS TRANSFORMS,In LA County,LOS ANGELES,90042,"454  N AVENUE 56 , LOS ANGELES, CA, 90042",34.1181061,-118.1970544,POINT (-118.1970544 34.1181061)
358,183044,GAMES ON WHEELZ,In LA County,LOS ANGELES,90013,"453  S SPRING ST , LOS ANGELES, CA, 90013",34.0481177,-118.2490727,POINT (-118.2490727 34.0481177)
359,170720,CLC PUBLICIDAD,In LA County,SHERMAN OAKS,91423,"4528  , SHERMAN OAKS, CA, 91423",34.1528515,-118.4691805,POINT (-118.4691805 34.1528515)
360,60698,SOURCE PROMOTIONS INC,In LA County,STUDIO CITY,91604,"4526  COLDWATER CANYON AVE, STUDIO CITY, CA, 91604",34.153111,-118.413675,POINT (-118.413675 34.153111)
361,200296,EQUIPMENT CONNECTION INC,In LA County,LANCASTER,93536,"45259  23RD ST W, LANCASTER, CA, 93536",34.7051885,-118.1716476,POINT (-118.1716476 34.7051885)
362,160245,AMAZING BALLOONS BY GEE,In LA County,HAWTHORNE,90250,"4516  W. BROADWAY AVE., HAWTHORNE, CA, 90250",,,POINT (NaN NaN)
363,170136,PATRICIA SONTAG,In LA County,LAKEWOOD,90713,"4513  NIPOMO AVENUE, LAKEWOOD, CA, 90713",33.8398585,-118.1017679,POINT (-118.1017679 33.8398585)
364,100045,CHOYASSOCIATES,In LA County,LAWNDALE,90260,"4511  W. 171ST STREET, LAWNDALE, CA, 90260",33.8757868,-118.3551841,POINT (-118.3551841 33.8757868)
365,179797,ALAS MEDIA,In LA County,SAN FERNANDO,91340,"451  S BRAND BLVD, SAN FERNANDO, CA, 91340",34.280036,-118.442262,POINT (-118.442262 34.280036)
366,212510,EAST LOS TACOS,In LA County,LOS ANGELES,90022,"4500  E CESAR E CHAVEZ AVE, LOS ANGELES, CA, 90022",34.040337,-118.1689966,POINT (-118.1689966 34.040337)
367,211460,"PAT V MACK, INC",Out of State,ST PETERSBURG,33701,"450  8TH AVE SE, ST PETERSBURG, CA, 33701",,,POINT (NaN NaN)
368,160695,PAVING THE WAY FOUNDATION,In LA County,LANCASTER,93534,"44818  FERN AVE, LANCASTER, CA, 93534",34.6961437,-118.1441882,POINT (-118.1441882 34.6961437)
369,189473,SALT LANDSCAPE ARCHITECTS INC,In LA County,LOS ANGELES,90013,"448  S HILL ST , LOS ANGELES, CA, 90013",34.0494608,-118.2510126,POINT (-118.2510126 34.0494608)
370,191269,LOST ANGELS CHILDREN'S PROJECT,In LA County,LANCASTER,93534,"44528  BEECH AVE, LANCASTER, CA, 93534",34.6914921,-118.1370801,POINT (-118.1370801 34.6914921)
371,111179,PEERLESS MATERIALS COMPANY,In LA County,VERNON,90058,"4442  E 26TH STREET, VERNON, CA, 90058",34.0028373,-118.1802315,POINT (-118.1802315 34.0028373)
372,111179,PEERLESS MATERIALS COMPANY,In LA County,VERNON,90058,"4442  E 26TH ST, VERNON, CA, 90058",34.0028373,-118.1802315,POINT (-118.1802315 34.0028373)
373,63235,"ANIL VERMA ASSOCIATES, INC.",In LA County,LOS ANGELES,90071,"444  S. FLOWER ST., , LOS ANGELES, CA, 90071",34.05124,-118.255221,POINT (-118.255221 34.05124)
374,186151,"MOZAIC MEDIA & COMMUNICATIONS, INC.",In LA County,LOS ANGELES,90071,"444  S FLOWER ST, LOS ANGELES, CA, 90071",34.05124,-118.255221,POINT (-118.255221 34.05124)
375,211040,"WILLIAM SCHAEFER CONSTRUCTION, INC.",In LA County,LANCASTER,93535,"44391  STANRIDGE AVE, LANCASTER, CA, 93535",34.6890375,-118.1275495,POINT (-118.1275495 34.6890375)
376,195787,NATIONAL WILDFIRE PROTECTION SERVICE LLC,In LA County,LANCASTER,93535,"44218  GILLAN AVE, LANCASTER, CA, 93535",34.6864556,-118.1117003,POINT (-118.1117003 34.6864556)
377,186979,GOURMET PAPER PLATES,In LA County,LANCASTER,93534,"44214  HEATON AVE, LANCASTER, CA, 93534",34.6860881,-118.1452382,POINT (-118.1452382 34.6860881)
378,131116,DOWNTOWN WOMEN'S CENTER,In LA County,LOS ANGELES,90013,"442  S SAN PEDRO ST, LOS ANGELES, CA, 90013",34.0447431,-118.2434571,POINT (-118.2434571 34.0447431)
379,200017,"360 MEDICAL, LLC.",In LA County,SAN DIMAS,91773,"441  W ALLEN AVE , SAN DIMAS, CA, 91773",34.117646,-117.814857,POINT (-117.814857 34.117646)
380,207787,"THILLERY GROUP, LLC",In LA County,LANCASTER,93535,"43928  FALLON DR, LANCASTER, CA, 93535",34.6811517,-118.1017106,POINT (-118.1017106 34.6811517)
381,141782,EAST LA WHOLESALE ELECTRIC,In LA County,LOS ANGELES,90023,"4385  EAST OLYMPIC BLVD, LOS ANGELES, CA, 90023",34.0188141,-118.1792044,POINT (-118.1792044 34.0188141)
382,167201,"COMPATIOR, INC.",In LA County,SOUTH GATE,90280,"4363  TWEEDY BLVD, SOUTH GATE, CA, 90280",33.9431485,-118.1952344,POINT (-118.1952344 33.9431485)
383,146436,HUB CITIES CAREER CENTER,In LA County,SOUTH GATE,90280,"4354  TWEEDY BLVD, SOUTH GATE, CA, 90280",33.9428204,-118.1953925,POINT (-118.1953925 33.9428204)
384,133842,INSTANT INFOSYSTEMS,In LA County,REDONDO BEACH,90277,"435  N PACIFIC COAST HWY , REDONDO BEACH, CA, 90277",33.84866,-118.3887159,POINT (-118.3887159 33.84866)
385,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436,POINT (-118.3333436 34.0325028)
386,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436,POINT (-118.3333436 34.0325028)
387,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436,POINT (-118.3333436 34.0325028)
388,161846,NLESYSTEMS INC,In LA County,GLENDALE,91204,"433  W. COLORADO ST, GLENDALE, CA, 91204",34.1426127,-118.2620908,POINT (-118.2620908 34.1426127)
389,152921,ELEVATORS ETC,In LA County,LOS ANGELES,90022,"4327  E CESAR CHAVEZ AVE, LOS ANGELES, CA, 90022",,,POINT (NaN NaN)
390,123762,OCEAN SIDE HOME HEALTH  SERVICES INC,In LA County,LOS ANGELES,90010,"4322  WILSHIRE BOULEVARD, , LOS ANGELES, CA, 90010",34.0617119,-118.3220868,POINT (-118.3220868 34.0617119)
391,7544,WESTERN TRUCK EXCHANGE,In LA County,LOS ANGELES,90003,"432  W. MANCHESTER AVE., LOS ANGELES, CA, 90003",33.9597739,-118.2815554,POINT (-118.2815554 33.9597739)
392,115404,SELBERT PERKINS DESIGN,In LA County,PLAYA DEL REY,90293,"432  CULVER BLVD, PLAYA DEL REY, CA, 90293",33.9611864,-118.4450978,POINT (-118.4450978 33.9611864)
393,504652,GARVEY EQUIPMENT COMPANY,In LA County,SAN GABRIEL,91776,"430  S PINE ST, SAN GABRIEL, CA, 91776",34.0756578,-118.0917897,POINT (-118.0917897 34.0756578)
394,155173,"JLEE ENGINEERING, INC",In LA County,ALHAMBRA,91801,"430  S GARFIELD AVE , ALHAMBRA, CA, 91801",34.0902901,-118.1232104,POINT (-118.1232104 34.0902901)
395,103548,THREE D PLASTICS INC,In LA County,BURBANK,91502,"430  N. VARNEY ST., BURBANK, CA, 91502",34.1801071,-118.3164633,POINT (-118.3164633 34.1801071)
396,130335,SPADARO ENTERPRISES INC,In LA County,LANCASTER,93534,"42612  8TH ST W, LANCASTER, CA, 93534",34.6571274,-118.1453958,POINT (-118.1453958 34.6571274)
397,201425,MICHAEL NOBLEZA,In LA County,INGLEWOOD,90301,"426  W OLIVE ST, INGLEWOOD, CA, 90301",33.960743,-118.362937,POINT (-118.362937 33.960743)
398,511218,ECONO WEST INC,In LA County,LANCASTER,93534,"42332  1/2 10TH ST W, LANCASTER, CA, 93534",,,POINT (NaN NaN)
399,208450,NOEMY MACIEL,Outside of LA County,ONTARIO,91761,"422  S LEMON AVE, ONTARIO, CA, 91761",34.0597445,-117.6496763,POINT (-117.6496763 34.0597445)
400,214899,BLUETEK UNLIMITED LLC,In LA County,BALDWIN PARK,91706,"4219  ALDERSON AVE, BALDWIN PARK, CA, 91706",34.0896441,-117.9548741,POINT (-117.9548741 34.0896441)
401,207237,GALPH ENTERPRISES,In LA County,BURBANK,91505,"4211  W TOLUCA LAKE LN, BURBANK, CA, 91505",34.1476445,-118.3444941,POINT (-118.3444941 34.1476445)
402,183677,"IMAGEN, INC",In LA County,GLENDORA,91740,"421  E ROUTE 66, GLENDORA, CA, 91740",34.1292021,-117.8594054,POINT (-117.8594054 34.1292021)
403,165378,"R&K MEDICAL, INC",In LA County,GLENDALE,91204,"4205  SAN FERNANDO RD, GLENDALE, CA, 91204",34.129975,-118.260667,POINT (-118.260667 34.129975)
404,113065,"A-1 ELECTRIC SERVICE CO., INC.",In LA County,CULVER  CITY,90230,"4204  SO. SEPULVEDA BL., CULVER  CITY, CA, 90230",,,POINT (NaN NaN)
405,173398,ECONOMY TREE CARE,In LA County,LONG BEACH,90807,"4201  LONG BEACH BLVD, , LONG BEACH, CA, 90807",33.834627,-118.189488,POINT (-118.189488 33.834627)
406,186683,PLACE AND PAGE LLC,In LA County,LOS ANGELES,90031,"420  W AVENUE 33, LOS ANGELES, CA, 90031",34.0837841,-118.2169217,POINT (-118.2169217 34.0837841)
407,41089,UNITED RIGGERS & ERECTORS INC.,In LA County,WALNUT,91789,"4188  VALLEY BLVD., WALNUT, CA, 91789",34.0077765,-117.8624807,POINT (-117.8624807 34.0077765)
408,41089,UNITED RIGGERS & ERECTORS INC.,In LA County,WALNUT,91789,"4188  VALLEY BLVD., WALNUT, CA, 91789",34.0077765,-117.8624807,POINT (-117.8624807 34.0077765)
409,155842,FIRST CLASS PLUMBING CO,Outside of LA County,THREE RIVERS,93271,"41804  SIERRA DR, THREE RIVERS, CA, 93271",36.4372771,-118.9055165,POINT (-118.9055165 36.4372771)
410,521832,CITY TERRACE SERVICE INC,In LA County,LOS ANGELES,90063,"4167  WHITESIDE ST, LOS ANGELES, CA, 90063",34.0605415,-118.1775441,POINT (-118.1775441 34.0605415)
411,203080,US2U SERVICES,In LA County,QUARTZ HILL,93536,"41545  YANCEY LN, QUARTZ HILL, CA, 93536",34.6371783,-118.2215423,POINT (-118.2215423 34.6371783)
412,193760,CLEO WARE AND BRANDI BUTLER,In LA County,QUARTZ HILL,93536,"41545  YANCEY LN, QUARTZ HILL, CA, 93536",34.6371783,-118.2215423,POINT (-118.2215423 34.6371783)
413,506313,DIESELTRON INC,In LA County,LOS ANGELES,90023,"4150  E. WASHINGTON BLVD., LOS ANGELES, CA, 90023",34.0093019,-118.1865383,POINT (-118.1865383 34.0093019)
414,126335,"PARTY PRONTO, INC.",In LA County,ARCADIA,91006,"4131  LIVE OAK AVENUE, ARCADIA, CA, 91006",34.109878,-118.013592,POINT (-118.013592 34.109878)
415,131302,CALLOR SALES,In LA County,HACIENDA HEIGHTS,91745,"4125  NOVEL COURT, HACIENDA HEIGHTS, CA, 91745",33.9775504,-117.9873915,POINT (-117.9873915 33.9775504)
416,171983,"AAA ATTORNEY SERVICES II, INC",Outside of LA County,ORANGE,92869,"4122  E. CHAPMAN AVE, , ORANGE, CA, 92869",33.7876733,-117.8091556,POINT (-117.8091556 33.7876733)
417,161778,"STUDENTNEST, INC.",In LA County,GLENDALE,91203,"411  N CENTRAL AVE, GLENDALE, CA, 91203",34.1525695,-118.2584252,POINT (-118.2584252 34.1525695)
418,131930,"CALVADA SURVEYING, INC.",Outside of LA County,CORONA,92880,"411  JENKS CIRCLE, , CORONA, CA, 92880",33.8907026,-117.5939657,POINT (-117.5939657 33.8907026)
419,210911,GOMEZ IT SERVICES,In LA County,PALMDALE,93551,"41021  RIVEROCK LN, PALMDALE, CA, 93551",34.6268195,-118.2157562,POINT (-118.2157562 34.6268195)
420,205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,LOS ANGELES,90020,"410  S VAN NESS AVE, LOS ANGELES, CA, 90020",34.066857,-118.3150433,POINT (-118.3150433 34.066857)
421,205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,LOS ANGELES,90020,"410  S VAN NESS AVE, LOS ANGELES, CA, 90020",34.066857,-118.3150433,POINT (-118.3150433 34.066857)
422,200253,ANTELOPE VALLEY COMMUNITY UPLIFT FOUNDATION,In LA County,LANCASTER,93535,"410  E AVENUE K12, LANCASTER, CA, 93535",,,POINT (NaN NaN)
423,153725,ALFRED R MERCADO,Outside of LA County,ONTARIO,91761,"4091  S WILDFLAX PASEO, ONTARIO, CA, 91761",,,POINT (NaN NaN)
424,203526,RACAIA INC.,In LA County,LOS ANGELES,90015,"409  W OLYMPIC BLVD, LOS ANGELES, CA, 90015",34.042775,-118.2596436,POINT (-118.2596436 34.042775)
425,151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 370, LANCASTER, CA, 93536",,,POINT (NaN NaN)
426,151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 370, LANCASTER, CA, 93536",,,POINT (NaN NaN)
427,100913,DONALD R STULL,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 232, LANCASTER, CA, 93536",,,POINT (NaN NaN)
428,529089,JULIE MITCHELL,In LA County,SAN DIMAS,91773,"408  S. DARWOOD AVE., SAN DIMAS, CA, 91773",34.1022102,-117.8367157,POINT (-117.8367157 34.1022102)
429,199351,WOULD WORKS,In LA County,LOS ANGELES,90015,"407  E PICO BLVD, LOS ANGELES, CA, 90015",34.034468,-118.256873,POINT (-118.256873 34.034468)
430,199351,WOULD WORKS,In LA County,LOS ANGELES,90015,"407  E PICO BLVD, LOS ANGELES, CA, 90015",34.034468,-118.256873,POINT (-118.256873 34.034468)
431,205533,WLG INC,In LA County,PALMDALE,93551,"40437  10TH ST W, PALMDALE, CA, 93551",34.617129,-118.1478462,POINT (-118.1478462 34.617129)
432,205551,LUV N' POPCORN LLC,In LA County,PALMDALE,93591,"40107  RONAR ST, PALMDALE, CA, 93591",,,POINT (NaN NaN)
433,193708,CERTIFIED SAFE DRIVER INC.,In LA County,WALNUT,91789,"4000  E VALLEY BLVD , WALNUT, CA, 91789",,,POINT (NaN NaN)
434,159340,"BUDLONG & ASSOCIATES, INC.",Outside of LA County,CAMARILLO,93010,"400  W VENTURA BLVD , CAMARILLO, CA, 93010",34.2159108,-119.0858912,POINT (-119.0858912 34.2159108)
435,167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,PASADENA,91107,"40  NORTH ALTADENA DRIVE, PASADENA, CA, 91107",34.1466804,-118.0985573,POINT (-118.0985573 34.1466804)
436,167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,PASADENA,91107,"40  NORTH ALTADENA DRIVE, PASADENA, CA, 91107",34.1466804,-118.0985573,POINT (-118.0985573 34.1466804)
437,187285,"EARTHCHEM INDUSTRIAL SUPPLY, LLC",Outside of LA County,HEMET,92543,"39789  VISTA RD, HEMET, CA, 92543",,,POINT (NaN NaN)
438,136905,SERVICON SYSTEMS INC,In LA County,CULVER CITY,90232,"3965  LANDMARK ST, CULVER CITY, CA, 90232",34.0266542,-118.3862847,POINT (-118.3862847 34.0266542)
439,136905,SERVICON SYSTEMS INC,In LA County,CULVER CITY,90232,"3965  LANDMARK ST, CULVER CITY, CA, 90232",34.0266542,-118.3862847,POINT (-118.3862847 34.0266542)
440,213734,CASKIE GOODS LLC,In LA County,WALNUT,91789,"3950  VALLEY BLVD , WALNUT, CA, 91789",34.0341586,-117.8249231,POINT (-117.8249231 34.0341586)
