Vendor Code,Company,Address,City,County,State,Zip
138028,ALLIED NETWORK SOLUTIONS,5718 LONETREE BLVD,ROCKLIN,Outside of LA County,California,95765
159717,"FENTON TRANSCRIPTION, LLC",5700 CORSA AVE,WESTLAKE VILLAGE,Outside of LA County,California,91362
177672,L. A. WORKS INC.,570 WEST AVE 26  STE 400,LOS ANGELES,In LA County,California,90065
6482,CRAIG WELDING SUPPLY,5670 S SANTA FE AVE,VERNON,In LA County,California,90058
191628,TIM COGSHELL PRODUCTIONS,563 N MARENGO AVE,PASADENA,In LA County,California,91101
111107,THE WALL LAS MEMORIAS PROJECT,5619 MONTE VISTA ST,LOS ANGELES,In LA County,California,90042
112526,CALIFORNIA COMPRESSOR INC,5592 BUCKINGHAM DRIVE,HUNTINGTON BEACH,Outside of LA County,California,92649
142776,APPLIED MECHANICAL ENGINEERING INC,557 N TOLAND AVE,WEST COVINA,In LA County,California,91790
179432,STILLWATER SCIENCES,555 W. 5TH STREET,LOS ANGELES,In LA County,California,90013
190008,V3GATE LLC,555 MIDDLE CREEK PKWY,COLORADO SPGS,Out of State,Colorado,80921
199327,MELVIN PALENCIA,5541 ARROW HWY STE F,MONTCLAIR,Outside of LA County,California,91763
186724,"PRO TINT, INC",5528 ROSEMEAD BLVD,TEMPLE CITY,In LA County,California,91780
198627,"AMERICAN TRAFFIC BARRICADE & SAFETY COMPANY, INC.",552 E CARSON ST STE 104-10,CARSON,In LA County,California,90745
181599,"SHARPLINE SOLUTIONS, INC",545 N RIMSDALE AVE UNIT 1546,COVINA,In LA County,California,91722
179924,"TAKE A BYTE, INC.",545 FINNEY CT.,GARDENA,In LA County,California,90248
42711,J.C.M. & ASSOCIATES INC.,5443 E. WASHINGTON BLVD.,CITY OF COMMERCE,In LA County,California,90040
111512,SWIFT LEE OFFICE,543 S RAYMOND AVE,PASADENA,In LA County,California,91105
33404,ACTION DOOR REPAIR CORP,5420 MALABAR STREET,HUNTINGTON PARK,In LA County,California,90255
33404,ACTION DOOR REPAIR CORP,5420 MALABAR ST,HUNTINGTON PARK,In LA County,California,90255
196984,"BBD ADVANTAGE, INC",5404 WHITSETT AVE,VALLEY VLG,In LA County,California,91607
159004,LOGIXSERVICE INC,5353 W IMPERIAL HWY STE 900,LOS ANGELES,In LA County,California,90045
132397,MINDS ON EDUCATION INC,5312 DERRY AVE,AGOURA HILLS,In LA County,California,91301
108307,TAYLOR WALK INC,5304 DERRY AVE STE U,AGOURA HILLS,In LA County,California,91301
188924,CAUSEIMPACTS,5301 W 119TH PL,INGLEWOOD,In LA County,California,90304
147249,"ZUSSER COMPANY, INC.","528 PALISADES DR., SUITE 504",LOS ANGELES,In LA County,California,90272
163141,BRILLIANT CORNERS,527 W 7TH ST,LOS ANGELES,In LA County,California,90014
166532,KNIGHTSBRIDGE INDUSTRIES INC.,527 N. AZUSA AVE,COVINA,In LA County,California,91722
200291,GOODSIDES LLC,5250 LANKERSHIM BLVD,N HOLLYWOOD,In LA County,California,91601
2458,REFRIG. CONTRACTING & MAINT.,5250 EAST WASHINGTON BLVD,CITY OF COMMERCE,In LA County,California,90040
150407,THE ENERGY COALITION,525 TECHNOLOGY DR,IRVINE,Outside of LA County,California,92618
171022,"VERDICAL GROUP, INC.",525 S HEWITT ST,LOS ANGELES,In LA County,California,90013
156332,"VINIEGRA & VINIEGRAARCHITECTURE, LLP",5232 OTIS AVE.,TARZANA,In LA County,California,91356
210331,DELTA FOOD SERVICE MANAGEMENT,5230 CONEY RD,LOS ANGELES,In LA County,California,90032
187575,MODERN CORNERSTONE BUILDERS,5213 LA CRESCENTA AVE,LA CRESCENTA,In LA County,California,91214
188996,"J.R.L.R. ENTERPRISES, INC.",5211 E WASHINGTON BLVD STE 2-206,COMMERCE,In LA County,California,90040
34147,PLUMBING & INDUSTRIAL SUPPLY,5181 W SAN FERNANDO RD,LOS ANGELES,In LA County,California,90039
34147,PLUMBING & INDUSTRIAL SUPPLY,5181 SAN FERNANDO RD W,LOS ANGELES,In LA County,California,90039
187691,KARIM SAAFIR PHOTOGRAPHY,5174 W SLAUSON AVE,LOS ANGELES,In LA County,California,90056
519341,JUDITH SEGAL PHD.,517 NORTH ALTA DRIVE,BEVERLY HILLS,In LA County,California,90210
146623,MAJESTIC FIRE INC,5160 VAN NUYS BLVD STE 257,SHERMAN OAKS,In LA County,California,91403
515010,PLUMBING WHOLESALE OUTLET INC,516 N FAIR OAKS AVE,PASADENA,In LA County,California,91103
140608,LOS ANGELES UNIVERSAL PRESCHOOL,515 S FIGUEROA ST,LOS ANGELES,In LA County,California,90071
145500,"OAK TREE CONSTRUCTION, INC.",5149 CATALON AVE.,WOODLAND HILLS,In LA County,California,91364
181424,TRI-XECUTEX CORPORATION,512 E. BONITA AVE,SAN DIMAS,In LA County,California,91773
195621,"AVENUE HOME CARE, INC",5115 AVENIDA ENCINAS,CARLSBAD,Outside of LA County,California,92008
185718,"GRBCON, INC.",5114 ELTON ST,BALDWIN PARK,In LA County,California,91706
120191,INDUSTRIAL MAINTENANCE SUPPLY INC,511 FIFTH ST UNIT F,SAN FERNANDO,In LA County,California,91340
104240,DEL RICHARDSON & ASSOCIATES,510 S. LA BREA AVE,INGLEWOOD,In LA County,California,90301
56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,5061 ARROW HWY,MONTCLAIR,Outside of LA County,California,91763
145309,AIR CLEAN ENVIRONMENTAL INC,5053 HEINTZ ST,BALDWIN PARK,In LA County,California,91706
204764,EMPLOY CALIFORNIA,5050 E 2ND ST,LONG BEACH,In LA County,California,90853
526213,BEST WAY MARBLE & TILE,5037 TELEGRAPH RD,LOS ANGELES,In LA County,California,90022
121731,APPLOON THE MURDOCK CORP.,5032 MEADOW WOOD AVE,LAKEWOOD,In LA County,California,90712
183827,"LA TERRA BUILDING SOLUTIONS, LLC",5016 EAGLE ROCK BLVD STE 1,LOS ANGELES,In LA County,California,90041
183827,"LA TERRA BUILDING SOLUTIONS, LLC",5016 EAGLE ROCK BLVD,LOS ANGELES,In LA County,California,90041
116466,HARDER+COMPANY COMMUNITY RESEARCH,501 WASHINGTON ST,SAN DIEGO,Outside of LA County,California,92103
171500,VCLOUD TECH INC.,500 WESTOVER DR # 12540,SANFORD,Out of State,North Carolina,27330
56701,WESTRIDGE ASSOCIATES,500 S FIGUEROA,LOS ANGELES,In LA County,California,90071
180080,CENTER FOR EMPLOYMENT OPPORTUNITIES,50 BROADWAY,NEW YORK,Out of State,New York,10004
177957,NAME ON THE LINE ADVERTISING LLC,5 MILE MEDIA,PASADENA,In LA County,California,91109
195818,JACOB A YANES,4955 1/2 SYCAMORE TER,LOS ANGELES,In LA County,California,90042
193694,PARS EQUALITY CENTER,4954 VAN NUYS BLVD,SHERMAN OAKS,In LA County,California,91403
199711,JOSE FUENTES,4931 WHITTIER BLVD,LOS ANGELES,In LA County,California,90022
144443,WIRELESS INNOVATION SOLUTION I,4917 GLACIER DR,LOS ANGELES,In LA County,California,90041
194317,HIGH SPEED LOGISTICS INC,4876 SANTA MONICA AVE,SAN DIEGO,Outside of LA County,California,92107
211703,"SIGN ZONE, INC.",4873 MELROSE AVE,LOS ANGELES,In LA County,California,90029
502072,"JJJ FLOOR COVERING, INC.",4831-A PASSONS BLVD,PICO RIVERA,In LA County,California,90660
144442,CITADEL CPM INC,482 S ARROYO PKWY,PASADENA,In LA County,California,91105
154453,YATES TRUCKING INC,4817 W AVENUE N,QUARTZ HILL,In LA County,California,93536
529724,SWA ARCHITECTS,48 E. HOLLY ST.,PASADENA,In LA County,California,91103
186006,"RIPE MEDIA, INC.",4789 VINELAND AVE,N HOLLYWOOD,In LA County,California,91602
138234,MJK CONSTRUCTION INC,4780 CHEYENNE WAY,CHINO,Outside of LA County,California,91710
140648,SUNWEST ENGINEERING,4780 CHEYENNE WAY,CHINO,Outside of LA County,California,91710
207329,1 A SERVICE,4776 DOZIER ST,LOS ANGELES,In LA County,California,90022
148067,DICK NIGRA INSPECTIONS INC,4735 OAKADO PLACE,LA CANADA,In LA County,California,91011
204768,ACE BROKERAGE AND TRANSPORT LLC,"4730 W 173RD ST, UNIT G",LAWNDALE,In LA County,California,90260
125632,COMPUTER 1 PRODUCTS OF AMERICA,4712 E 2ND ST UNIT 136,LONG BEACH,In LA County,California,90803
191037,"BEYOND 2000 ENTERPRISES, LLC",4712 ADMIRALTY WAY # 994,MARINA DL REY,In LA County,California,90292
56888,SPECIALTY DOORS AND AUTOMATION,4700 LONG BEACH BLVD,LONG BEACH,In LA County,California,90805
203984,"MCMAVERICK, INC.",4653 CARMEL MOUNTAIN RD,SAN DIEGO,Outside of LA County,California,92130
504823,CLARKE CONTRACTING CORPORATION,4646 MANHATTAN BEACH BLVD.,LAWNDALE,In LA County,California,90260
504823,CLARKE CONTRACTING CORPORATION,4646 MANHATTAN BEACH BLVD,LAWNDALE,In LA County,California,90260
192142,"OHANAVETS, INC.",4640 ADMIRALTY WAY STE 500,MARINA DL REY,In LA County,California,90292
197786,"TRYFACTA, INC.",4637 CHABOT DR STE 100,PLEASANTON,Outside of LA County,California,94588
37039,SUPERIOR ELECTRIC MOTOR SERV,4622 ALCOA AVE,VERNON,In LA County,California,90058
56491,BAR/SCAN INC,"4607 LAKEVIEW CANYON ROAD, #596",WESTLAKE VILLAGE,Outside of LA County,California,91361
516751,CENTER FOR HEALTH CARE RIGHTS,4601 WILSHIRE BLVD,LOS ANGELES,In LA County,California,90010
516751,CENTER FOR HEALTH CARE RIGHTS,4601 WILSHIRE BLVD,LOS ANGELES,In LA County,California,90010
111854,R.L. KLEIN & ASSOCIATES,46 PENINSULA CTR # 298,RLLNG HLS EST,In LA County,California,90274
111854,R.L. KLEIN & ASSOCIATES,46 E PENINSULA CENTER DR,ROLLING HILLS ESTATES,In LA County,California,90274
8030,LITTLEJOHN REULAND CORP,4575 PACIFIC BLVD.,VERNON,In LA County,California,90058
8030,LITTLEJOHN REULAND CORP,4575 PACIFIC BLVD,VERNON,In LA County,California,90058
42545,PJ HILTON & ASSOCIATES,457 WEST ALLEN AVE STE 106,SAN DIMAS,In LA County,California,91773
161728,GEO-ADVANTEC INC,457 W ALLEN AVE STE 113,SAN DIMAS,In LA County,California,91773
506335,LEE DIBLOSI,457 31ST STREET,MANHATTAN BEACH,In LA County,California,90266
169227,LINDA R GATSON-WARD,4569 DON DIEGO DR,LOS ANGELES,In LA County,California,90008
154408,"GERONIMO CONCRETE, INC",4560 HUNTINGTON DR N,LOS ANGELES,In LA County,California,90032
101336,ATHENA ENGINEERING INC.,456 EAST FOOTHILL BOULEVARD,SAN DIMAS,In LA County,California,91773
180965,"NR DEVELOPMENT, INC.",4559 FOXBOROUGH DR,FONTANA,Outside of LA County,California,92336
179157,WENGER FURNITURE AND APPLIANCES CO,4552 WHITTIER BLVD,LOS ANGELES,In LA County,California,90022
172781,SOUTHERN CALIFORNIA FLAGPOLE COMPANY INC,4551 YORK BLVD,LOS ANGELES,In LA County,California,90041
185197,LUMOS TRANSFORMS,454 N AVENUE 56 # 1,LOS ANGELES,In LA County,California,90042
183044,GAMES ON WHEELZ,453 S SPRING ST STE 400,LOS ANGELES,In LA County,California,90013
170720,CLC PUBLICIDAD,4528 STERN AVE,SHERMAN OAKS,In LA County,California,91423
60698,SOURCE PROMOTIONS INC,4526 COLDWATER CANYON AVE,STUDIO CITY,In LA County,California,91604
200296,EQUIPMENT CONNECTION INC,45259 23RD ST W,LANCASTER,In LA County,California,93536
160245,AMAZING BALLOONS BY GEE,4516 W. BROADWAY AVE.,HAWTHORNE,In LA County,California,90250
170136,PATRICIA SONTAG,4513 NIPOMO AVENUE,LAKEWOOD,In LA County,California,90713
100045,CHOYASSOCIATES,4511 W. 171ST STREET,LAWNDALE,In LA County,California,90260
179797,ALAS MEDIA,451 S BRAND BLVD,SAN FERNANDO,In LA County,California,91340
212510,EAST LOS TACOS,4500 E CESAR E CHAVEZ AVE,LOS ANGELES,In LA County,California,90022
211460,"PAT V MACK, INC",450 8TH AVE SE,ST PETERSBURG,Out of State,Florida,33701
160695,PAVING THE WAY FOUNDATION,44818 FERN AVE,LANCASTER,In LA County,California,93534
189473,SALT LANDSCAPE ARCHITECTS INC,448 S HILL ST STE 708,LOS ANGELES,In LA County,California,90013
191269,LOST ANGELS CHILDREN'S PROJECT,44528 BEECH AVE,LANCASTER,In LA County,California,93534
111179,PEERLESS MATERIALS COMPANY,4442 E 26TH STREET,VERNON,In LA County,California,90058
111179,PEERLESS MATERIALS COMPANY,4442 E 26TH ST,VERNON,In LA County,California,90058
63235,"ANIL VERMA ASSOCIATES, INC.","444 S. FLOWER ST., STE. 1688",LOS ANGELES,In LA County,California,90071
186151,"MOZAIC MEDIA & COMMUNICATIONS, INC.",444 S FLOWER ST,LOS ANGELES,In LA County,California,90071
211040,"WILLIAM SCHAEFER CONSTRUCTION, INC.",44391 STANRIDGE AVE,LANCASTER,In LA County,California,93535
195787,NATIONAL WILDFIRE PROTECTION SERVICE LLC,44218 GILLAN AVE,LANCASTER,In LA County,California,93535
186979,GOURMET PAPER PLATES,44214 HEATON AVE,LANCASTER,In LA County,California,93534
131116,DOWNTOWN WOMEN'S CENTER,442 S SAN PEDRO ST,LOS ANGELES,In LA County,California,90013
200017,"360 MEDICAL, LLC.",441 W ALLEN AVE STE 119,SAN DIMAS,In LA County,California,91773
207787,"THILLERY GROUP, LLC",43928 FALLON DR,LANCASTER,In LA County,California,93535
141782,EAST LA WHOLESALE ELECTRIC,4385 EAST OLYMPIC BLVD,LOS ANGELES,In LA County,California,90023
167201,"COMPATIOR, INC.",4363 TWEEDY BLVD,SOUTH GATE,In LA County,California,90280
146436,HUB CITIES CAREER CENTER,4354 TWEEDY BLVD,SOUTH GATE,In LA County,California,90280
133842,INSTANT INFOSYSTEMS,435 N PACIFIC COAST HWY STE 300,REDONDO BEACH,In LA County,California,90277
515464,"COMMUNITY HEALTH COUNCILS, INC",4335 W ADAMS BLVD,LOS ANGELES,In LA County,California,90018
515464,"COMMUNITY HEALTH COUNCILS, INC",4335 W ADAMS BLVD,LOS ANGELES,In LA County,California,90018
515464,"COMMUNITY HEALTH COUNCILS, INC",4335 W ADAMS BLVD,LOS ANGELES,In LA County,California,90018
161846,NLESYSTEMS INC,433 W. COLORADO ST,GLENDALE,In LA County,California,91204
152921,ELEVATORS ETC,4327 E CESAR CHAVEZ AVE,LOS ANGELES,In LA County,California,90022
123762,OCEAN SIDE HOME HEALTH  SERVICES INC,"4322 WILSHIRE BOULEVARD, SUITE 208",LOS ANGELES,In LA County,California,90010
7544,WESTERN TRUCK EXCHANGE,432 W. MANCHESTER AVE.,LOS ANGELES,In LA County,California,90003
115404,SELBERT PERKINS DESIGN,432 CULVER BLVD,PLAYA DEL REY,In LA County,California,90293
504652,GARVEY EQUIPMENT COMPANY,430 S PINE ST,SAN GABRIEL,In LA County,California,91776
155173,"JLEE ENGINEERING, INC",430 S GARFIELD AVE SUITE #301,ALHAMBRA,In LA County,California,91801
103548,THREE D PLASTICS INC,430 N. VARNEY ST.,BURBANK,In LA County,California,91502
130335,SPADARO ENTERPRISES INC,42612 8TH ST W,LANCASTER,In LA County,California,93534
201425,MICHAEL NOBLEZA,426 W OLIVE ST,INGLEWOOD,In LA County,California,90301
511218,ECONO WEST INC,42332 1/2 10TH ST W,LANCASTER,In LA County,California,93534
208450,NOEMY MACIEL,422 S LEMON AVE,ONTARIO,Outside of LA County,California,91761
214899,BLUETEK UNLIMITED LLC,4219 ALDERSON AVE,BALDWIN PARK,In LA County,California,91706
207237,GALPH ENTERPRISES,4211 W TOLUCA LAKE LN,BURBANK,In LA County,California,91505
183677,"IMAGEN, INC",421 E ROUTE 66,GLENDORA,In LA County,California,91740
165378,"R&K MEDICAL, INC",4205 SAN FERNANDO RD,GLENDALE,In LA County,California,91204
113065,"A-1 ELECTRIC SERVICE CO., INC.",4204 SO. SEPULVEDA BL.,CULVER  CITY,In LA County,California,90230
173398,ECONOMY TREE CARE,"4201 LONG BEACH BLVD, STE. 222",LONG BEACH,In LA County,California,90807
186683,PLACE AND PAGE LLC,420 W AVENUE 33,LOS ANGELES,In LA County,California,90031
41089,UNITED RIGGERS & ERECTORS INC.,4188 VALLEY BLVD.,WALNUT,In LA County,California,91789
41089,UNITED RIGGERS & ERECTORS INC.,4188 VALLEY BLVD.,WALNUT,In LA County,California,91789
155842,FIRST CLASS PLUMBING CO,41804 SIERRA DR,THREE RIVERS,Outside of LA County,California,93271
521832,CITY TERRACE SERVICE INC,4167 WHITESIDE ST,LOS ANGELES,In LA County,California,90063
203080,US2U SERVICES,41545 YANCEY LN,QUARTZ HILL,In LA County,California,93536
193760,CLEO WARE AND BRANDI BUTLER,41545 YANCEY LN,QUARTZ HILL,In LA County,California,93536
506313,DIESELTRON INC,4150 E. WASHINGTON BLVD.,LOS ANGELES,In LA County,California,90023
126335,"PARTY PRONTO, INC.",4131 LIVE OAK AVENUE,ARCADIA,In LA County,California,91006
131302,CALLOR SALES,4125 NOVEL COURT,HACIENDA HEIGHTS,In LA County,California,91745
171983,"AAA ATTORNEY SERVICES II, INC","4122 E. CHAPMAN AVE, STE 24",ORANGE,Outside of LA County,California,92869
161778,"STUDENTNEST, INC.",411 N CENTRAL AVE,GLENDALE,In LA County,California,91203
131930,"CALVADA SURVEYING, INC.","411 JENKS CIRCLE, SUITE 205",CORONA,Outside of LA County,California,92880
210911,GOMEZ IT SERVICES,41021 RIVEROCK LN,PALMDALE,In LA County,California,93551
205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",410 S VAN NESS AVE,LOS ANGELES,In LA County,California,90020
205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",410 S VAN NESS AVE,LOS ANGELES,In LA County,California,90020
200253,ANTELOPE VALLEY COMMUNITY UPLIFT FOUNDATION,410 E AVENUE K12,LANCASTER,In LA County,California,93535
153725,ALFRED R MERCADO,4091 S WILDFLAX PASEO,ONTARIO,Outside of LA County,California,91761
203526,RACAIA INC.,409 W OLYMPIC BLVD,LOS ANGELES,In LA County,California,90015
151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,4083 W AVENUE L PMB 370,LANCASTER,In LA County,California,93536
151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,4083 W AVENUE L PMB 370,LANCASTER,In LA County,California,93536
100913,DONALD R STULL,4083 W AVENUE L PMB 232,LANCASTER,In LA County,California,93536
529089,JULIE MITCHELL,408 S. DARWOOD AVE.,SAN DIMAS,In LA County,California,91773
199351,WOULD WORKS,407 E PICO BLVD,LOS ANGELES,In LA County,California,90015
199351,WOULD WORKS,407 E PICO BLVD,LOS ANGELES,In LA County,California,90015
205533,WLG INC,40437 10TH ST W,PALMDALE,In LA County,California,93551
205551,LUV N' POPCORN LLC,40107 RONAR ST,PALMDALE,In LA County,California,93591
193708,CERTIFIED SAFE DRIVER INC.,4000 E VALLEY BLVD STE 104,WALNUT,In LA County,California,91789
159340,"BUDLONG & ASSOCIATES, INC.",400 W VENTURA BLVD STE 240,CAMARILLO,Outside of LA County,California,93010
167247,ARISE HOSPITALITY SOLUTIONS LLC,40 NORTH ALTADENA DRIVE,PASADENA,In LA County,California,91107
167247,ARISE HOSPITALITY SOLUTIONS LLC,40 NORTH ALTADENA DRIVE,PASADENA,In LA County,California,91107
187285,"EARTHCHEM INDUSTRIAL SUPPLY, LLC",39789 VISTA RD,HEMET,Outside of LA County,California,92543
136905,SERVICON SYSTEMS INC,3965 LANDMARK ST,CULVER CITY,In LA County,California,90232
136905,SERVICON SYSTEMS INC,3965 LANDMARK ST,CULVER CITY,In LA County,California,90232
213734,CASKIE GOODS LLC,3950 VALLEY BLVD STE B,WALNUT,In LA County,California,91789
200663,S3DVBE,3941 PARK DR STE 20-142,EL DORADO HLS,Outside of LA County,California,95762
169056,MICHEL A KOZAK,3940 LAUREL CANYON BLVD.,STUDIO CITY,In LA County,California,91604
180133,P AND S SCAFFOLD SERVICES INC,3939 ATLANTIC AVE,LONG BEACH,In LA County,California,90807
18841,"NATIONAL EMBLEM, INC.",3925 E. VERNON ST.,LONG BEACH,In LA County,California,90810
113464,PLUMBERS DEPOT INC,3921 W. 139TH ST.,HAWTHORNE,In LA County,California,90250
186684,CICERO BROTHERS ENTERPRISES LLC,3920 VALLEY BLVD STE A,WALNUT,In LA County,California,91789
107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,3848 E COLORADO BLVD SUITE 4,PASADENA,In LA County,California,91107
107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,3848 E COLORADO BLVD,PASADENA,In LA County,California,91107
214114,LA PIPE & SUPPLY INC,382 N LEMON AVE # 102,WALNUT,In LA County,California,91789
100130,CALIFORNIA ARBOR CARE INC,3770 E. GRAND AVENUE,POMONA,In LA County,California,91766
160430,SISTAHFRIENDS,3756 SANTA ROSALIA DR STE C219,LOS ANGELES,In LA County,California,90008
163982,TURNING POINT ALCOHOL & DRUG EDUCATION PROGRAM INC,3756 SANTA ROSALIA DR STE 617,LOS ANGELES,In LA County,California,90008
160430,SISTAHFRIENDS,3756 SANTA ROSALIA DR,LOS ANGELES,In LA County,California,90008
142763,"HIGH DENSITY, INC.",375 REDONDO AVE # 472,LONG BEACH,In LA County,California,90814
117286,EPIDAURUS,3745 SOUTH GRAND AVENUE,LOS ANGELES,In LA County,California,90007
140533,RADIOWAVE MARKETING & PROMOTIONS,3740 MOORE STREET,LOS ANGELES,In LA County,California,90066
509772,INDUSTRIAL SPECIALTY PRODUCTS,3731A SAN GABRIEL RIVER PKWY.,PICO RIVERA,In LA County,California,90660
208813,JON A SCHULTZ,3730 INDUSTRY AVE,LAKEWOOD,In LA County,California,90712
501192,KOREATOWN YOUTH & COMMUNITY,3727 W 6TH ST STE 300,LOS ANGELES,In LA County,California,90020
199941,GUIDING PRINCIPLES TECHNOLOGY INC,3711 LONG BEACH BLVD STE 500,LONG BEACH,In LA County,California,90807
513983,"E.W. MOON, INC.",3710 SOUTH ROBERTSON BLVD,CULVER CITY,In LA County,California,90232
201619,SOLA COMMUNITY PEACE CENTER,3651 S VERMONT AVE,LOS ANGELES,In LA County,California,90007
211478,KELLY POFAHL,36507 RODEO ST,PALMDALE,In LA County,California,93552
163451,CSDA DESIGN GROUP INC,364 BUSH ST FL 2,SAN FRANCISCO,Outside of LA County,California,94104
63138,CARD INTEGRATORS,3625 SERPENTINE DR,LOS ALAMITOS,Outside of LA County,California,90720
175859,VET NATIONAL INC,3621 STATE ST,SANTA BARBARA,Outside of LA County,California,93105
160284,PACIFIC ENGINEERS GROUP,3611 CAHUENGA BLVD W FL 1,LOS ANGELES,In LA County,California,90068
174723,US ROCK CORPORATION,3609 W. CHAPMAN LANE,INGLEWOOD,In LA County,California,90305
131235,A-PLUS SUPERIOR SANITATION,3601 SMITH AVE,ACTON,In LA County,California,93510
120288,"SIMPSON & SIMPSON MANAGEMENT CONSULTING, INC",3600 WILSHIRE BLVD STE 1710,LOS ANGELES,In LA County,California,90010
190895,"EFFICIENT AIRE MECHANICAL, INC",360 E 2ND ST,LOS ANGELES,In LA County,California,90012
190895,"EFFICIENT AIRE MECHANICAL, INC",360 E 2ND ST,LOS ANGELES,In LA County,California,90012
506494,INSTITUTE FOR MULTICULTURAL,"3580 WILSHIRE BLVD., STE. 2000",LOS ANGELES,In LA County,California,90010
137040,FAITH AND COMMUNITY EMPOWERMENT,3550 WILSHIRE BLVD STE 736,LOS ANGELES,In LA County,California,90010
137040,FAITH AND COMMUNITY EMPOWERMENT,3550 WILSHIRE BLVD,LOS ANGELES,In LA County,California,90010
123400,"POWER-TECH ENGINEERS, INC.","355 S. LEMON AVE., STE. A",WALNUT,In LA County,California,91789
172309,"LOTUS USA, INC.",355 S GRAND AVE,LOS ANGELES,In LA County,California,90071
174665,PARTY PLANET SUPPLIES INC,3545 E 1ST ST,LOS ANGELES,In LA County,California,90063
511690,STEMAR EQUIPMENT SUPPLY,353 S CENTRAL AVE,LOS ANGELES,In LA County,California,90013
186797,SQUARE SIGNS LLC,3520 W VALHALLA DR,BURBANK,In LA County,California,91505
112305,ASBESTOS INSTANT RESPONSE INC.,3517 W. WASHINGTON BLVD.,LOS ANGELES,In LA County,California,90018
152423,TAYLOR FLAG & BANNER CO,3508 KNOXVILLE AVE.,LONG BEACH,In LA County,California,90808
149245,EXMED INC.,3500 W OLIVE AVE,BURBANK,In LA County,California,91505
107413,JCE STRUCTURAL ENGINEERING GROUP INC,35 HUGUS ALLEY STE 211,PASADENA,In LA County,California,91103
172012,EVERPARK,3470 WILSHIRE BLVE SUITE 940,LOS ANGELES,In LA County,California,90010
108271,"THE KULIT GROUP, INC.",347 W ARBOR VITAE ST,INGLEWOOD,In LA County,California,90301
167777,GUADALUPE RODRIGUEZ,3468 GARNET STREET,LOS ANGELES,In LA County,California,90023
151427,KAMBRIAN CORPORATION,346 N AZUSA AVE,LA PUENTE,In LA County,California,91744
149561,TSG ENTERPRISES INC,3452 E FOOTHILL BLVD,PASADENA,In LA County,California,91107
142649,ABCO DEVELOPMENT CORPORATION,3435 WILSHIRE BLVD STE 2365,LOS ANGELES,In LA County,California,90010
59054,"L TECH NETWORK SERVICES, INC.",3424A GARFIELD AVE,COMMERCE,In LA County,California,90040
160503,HORIZON MECHANICAL CONTRACTORS OF CALIFORNIA,34234 MOUNTAIN PL,ACTON,In LA County,California,93510
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,342 SAN FERNANDO RD,LOS ANGELES,In LA County,California,90031
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,342 N SAN FERNANDO RD,LOS ANGELES,In LA County,California,90031
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,342 N SAN FERNANDO RD,LOS ANGELES,In LA County,California,91307
188885,CAB COMMUNICATIONS,3417 W BEVERLY BLVD,MONTEBELLO,In LA County,California,90640
209075,ERSEVON LLC,3415 S SEPULVEDA BLVD,LOS ANGELES,In LA County,California,90034
209075,ERSEVON LLC,3415 S SEPULVEDA BLVD,LOS ANGELES,In LA County,California,90034
192865,YOUTH N MOTION ACADEMY INCORPORATED,3403 W 43RD ST,LOS ANGELES,In LA County,California,90008
106358,AHR SIGNS INC,3400 N SAN FERNANDO RD,LOS ANGELES,In LA County,California,90065
210885,360MEDIA83 L.L.C,3400 COTTAGE WAY STE G2,SACRAMENTO,Outside of LA County,California,95825
520245,P.A.T.H.,340 N MADISON AVE.,LOS ANGELES,In LA County,California,90004
171989,"AF&S PRODUCTS & SERVICES, INC.",34 MARRICOPA CT.,PALM DESERT,Outside of LA County,California,92211
189471,"KISBA CONTRACTING, INC.",337 N VINEYARD AVE,ONTARIO,Outside of LA County,California,91764
189085,HIGH PERFORMANCE MOBILE GAMING LLC,3355 N WHITE AVE,LA VERNE,In LA County,California,91750
512266,R.P. LAURAIN & ASSOCIATES,"3353 LINDEN AVENUE, SUITE 200",LONG BEACH,In LA County,California,90807
106326,MANAGED CAREER SOLUTIONS SOCIAL PURPOSE CORPORATION,3333 WILSHIRE BLVD.,LOS ANGELES,In LA County,California,90010
178179,"LAUSD STUDENT HEALTH SERVICES SUPPORT FUND, INC.",333 S BEAUDRY AVE FL 29-205,LOS ANGELES,In LA County,California,90017
208137,DYSON & WOMACK,3327 VERDUGO RD,LOS ANGELES,In LA County,California,90065
156870,LOS ANGELES METROPOLITAN CHURCHES,3320 S CENTRAL AVE,LOS ANGELES,In LA County,California,90011
123181,H&H JOBBING INC,3316 PICO BLVD,SANTA MONICA,In LA County,California,90405
44952,ENVIRONMENTAL ENGINEERING,3312 BARNES CIRCLE,GLENDALE,In LA County,California,91208
170394,MATTHEW GEIGER,331 W CHESTNUT AVE,MONROVIA,In LA County,California,91016
